,surgery,age,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,capillary_refill_time,pain,abdominal_distention,nasogastric_tube,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_protein,surgical_lesion,cp_data,rectal_temp_missing,pulse_missing,respiratory_rate_missing,nasogastric_reflux_ph_missing,packed_cell_volume_missing,total_protein_missing,abdomo_protein_missing,pain_missing,abdomo_appearance_missing,mucous_membrane_bright_pink,mucous_membrane_bright_red,mucous_membrane_dark_cyanotic,mucous_membrane_normal_pink,mucous_membrane_pale_cyanotic,mucous_membrane_pale_pink,peristalsis_absent,peristalsis_hypermotile,peristalsis_hypomotile,peristalsis_normal,nasogastric_reflux_less_1_liter,nasogastric_reflux_more_1_liter,nasogastric_reflux_none,abdomo_appearance_clear,abdomo_appearance_cloudy,abdomo_appearance_serosanguious,abdomo_appearance_unknown,lesion_2_0,lesion_2_1400,lesion_2_3111,lesion_2_3112,lesion_2_6112,lesion_2_7111,lesion_3_0,lesion_3_2209,lesion_site,lesion_type,lesion_subtype,lesion_specific_code
92,0,1,38.8,50.0,20.0,1.0,2.0,0.0,0,0.0,1.0,0.0,2.0,0.0,42.0,6.2,0.0,0,no,0,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
93,0,1,0.0,0.0,0.0,1.0,1.0,0.0,4,2.0,0.0,0.0,0.0,4.0,38.0,6.5,0.0,1,no,1,1,1,1,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,3,2,0,5
94,0,1,37.5,48.0,30.0,0.0,2.0,0.0,-1,0.0,0.0,0.0,1.0,0.0,48.0,8.6,0.0,0,no,0,0,0,1,0,0,1,1,1,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
95,1,1,37.3,48.0,20.0,,2.0,0.0,1,2.0,1.0,0.0,2.0,4.0,41.0,69.0,0.0,1,no,0,0,0,1,0,0,1,0,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,3,2,0,5
96,0,1,0.0,84.0,36.0,,,0.0,-1,0.0,1.0,0.0,2.0,2.0,44.0,8.5,0.0,1,no,1,0,0,1,0,0,1,1,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,3,1,1,1
97,1,1,38.1,88.0,32.0,1.0,1.0,0.0,2,2.0,,1.0,0.0,4.0,55.0,60.0,0.0,0,no,0,0,0,0,0,0,1,0,1,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,3,2,0,5
98,0,1,37.7,44.0,40.0,3.0,2.0,0.0,0,1.0,0.0,0.0,1.0,4.0,41.0,60.0,0.0,0,no,0,0,0,1,0,0,1,0,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
99,0,1,39.6,108.0,51.0,1.0,1.0,1.0,2,2.0,0.0,0.0,2.0,4.0,59.0,8.0,2.6,0,yes,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,4,3,0,0
100,1,1,38.2,40.0,16.0,1.0,1.0,0.0,0,,,0.0,1.0,0.0,34.0,66.0,0.0,0,no,0,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
101,1,1,0.0,60.0,20.0,0.0,1.0,1.0,4,,,0.0,0.0,4.0,0.0,0.0,0.0,1,no,1,0,0,1,1,1,1,0,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,3,2,0,5
102,0,1,38.3,40.0,16.0,1.0,,0.0,2,,,0.0,,,37.0,57.0,0.0,0,no,0,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
103,1,0,38.0,140.0,68.0,2.0,2.0,0.0,1,1.0,,0.0,3.0,0.0,39.0,5.3,0.0,1,no,0,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,7,1,1,1
104,1,1,37.8,52.0,24.0,2.0,1.0,0.0,3,0.0,1.0,5.7,3.0,4.0,48.0,6.6,3.7,1,no,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,5,4,0,0
105,1,1,0.0,70.0,36.0,2.0,,1.0,2,1.0,1.0,0.0,0.0,4.0,36.0,7.3,0.0,1,no,1,0,0,1,0,0,1,0,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,31,1,1,0
106,1,1,38.3,52.0,96.0,,1.0,0.0,-1,,0.0,0.0,1.0,,43.0,6.1,0.0,1,yes,0,0,0,1,0,0,1,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,3,2,0,9
107,0,1,37.3,50.0,32.0,2.0,2.0,0.0,0,1.0,,0.0,1.0,,44.0,7.0,0.0,0,no,0,0,0,1,0,0,1,0,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
108,1,1,38.7,60.0,32.0,0.0,1.0,1.0,3,3.0,,0.0,0.0,4.0,53.0,64.0,2.0,1,no,0,0,0,1,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,3,2,0,5
109,1,0,38.4,84.0,40.0,1.0,1.0,0.0,1,2.0,0.0,0.0,,,36.0,6.6,2.8,1,yes,0,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,2,2,0,5
110,1,1,0.0,70.0,16.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.0,4.0,60.0,7.5,0.0,1,no,1,0,0,1,0,0,1,0,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,2,1,1,2
111,1,1,38.3,40.0,16.0,1.0,,0.0,0,1.0,,0.0,,,38.0,58.0,2.0,1,no,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,3,1,1,1
112,1,1,0.0,40.0,0.0,3.0,2.0,0.0,0,0.0,0.0,0.0,,4.0,39.0,56.0,0.0,1,no,1,0,1,1,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,3,1,1,1
113,1,1,36.8,60.0,28.0,,,,-1,,,0.0,,,0.0,0.0,10.0,1,yes,0,0,0,1,1,1,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,3,2,0,5
114,1,1,38.4,44.0,24.0,1.0,,,4,2.0,1.0,0.0,0.0,4.0,50.0,77.0,0.0,1,no,0,0,0,1,0,0,1,0,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,3,2,0,5
115,0,1,0.0,0.0,40.0,1.0,2.0,0.0,1,1.0,,0.0,,,45.0,70.0,0.0,0,no,1,1,0,1,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
116,1,1,38.0,44.0,12.0,2.0,2.0,0.0,1,2.0,1.0,0.0,0.0,4.0,42.0,65.0,0.0,1,no,0,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,3,2,0,5
117,0,1,39.5,0.0,0.0,1.0,1.0,1.0,1,2.0,,5.5,0.0,4.0,0.0,6.7,0.0,1,no,0,1,1,0,1,0,1,0,0,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,4,2,0,5
118,1,1,36.5,78.0,30.0,2.0,,0.0,4,0.0,,0.0,,,34.0,75.0,1.0,1,no,0,0,0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,3,1,1,2
119,0,1,38.1,56.0,20.0,3.0,2.0,0.0,0,0.0,0.0,0.0,,,46.0,70.0,0.0,0,no,0,0,0,1,0,0,1,0,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
120,1,1,39.4,54.0,66.0,2.0,2.0,0.0,2,1.0,0.0,0.0,2.0,1.0,39.0,6.0,0.0,1,yes,0,0,0,1,0,0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,2,2,0,6
121,1,1,38.3,80.0,40.0,,,1.0,3,0.0,,0.0,1.0,1.0,67.0,10.2,1.0,1,no,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,2,2,0,8
122,0,1,38.7,40.0,28.0,3.0,2.0,0.0,1,0.0,,0.0,1.0,,39.0,62.0,1.0,0,no,0,0,0,1,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0,0
123,1,1,38.2,64.0,24.0,2.0,2.0,0.0,3,2.0,1.0,0.0,0.0,1.0,45.0,7.5,2.0,1,yes,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,3,2,0,5
124,0,1,37.6,48.0,20.0,1.0,2.0,0.0,0,2.0,1.0,0.0,1.0,0.0,37.0,5.5,0.0,1,no,0,0,0,1,0,0,1,0,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,2,2,0,5
125,1,1,38.0,42.0,68.0,0.0,2.0,0.0,1,1.0,1.0,0.0,0.0,1.0,41.0,7.6,0.0,1,no,0,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,2,2,0,5
126,1,1,38.7,0.0,0.0,1.0,2.0,0.0,4,1.0,,0.0,,,33.0,6.5,0.0,1,no,0,1,1,1,0,0,1,0,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,31,1,1,0
127,1,1,37.4,50.0,32.0,1.0,1.0,0.0,3,0.0,1.0,0.0,1.0,,45.0,7.9,1.0,1,yes,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,2,2,0,8
128,1,1,37.4,84.0,20.0,,,0.0,2,2.0,,0.0,,,31.0,61.0,1.0,0,no,0,0,0,1,0,0,0,0,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,2,2,0,8
129,1,1,38.4,49.0,0.0,,,0.0,-1,0.0,1.0,0.0,,,44.0,7.6,0.0,1,no,0,0,1,1,0,0,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,2,2,0,6
130,1,1,37.8,30.0,12.0,,,,-1,,,0.0,,,0.0,0.0,0.0,1,no,0,0,0,1,1,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,2,1,1,3
131,0,1,37.6,88.0,36.0,1.0,2.0,0.0,1,1.0,0.0,1.5,,,44.0,6.0,0.0,1,no,0,0,0,0,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,1,4,0,0
132,0,1,37.9,40.0,24.0,2.0,2.0,0.0,2,0.0,,0.0,,3.0,40.0,5.7,0.0,1,no,0,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0,4,0,0
133,1,1,0.0,100.0,0.0,1.0,,1.0,4,,1.0,0.0,3.0,,59.0,6.3,0.0,1,no,1,0,1,1,0,0,1,0,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,4,2,0,5
134,1,0,38.1,136.0,48.0,1.0,1.0,0.0,4,2.0,1.0,4.4,3.0,,33.0,4.9,2.9,1,yes,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,2,2,0,5
135,1,1,0.0,0.0,0.0,1.0,1.0,1.0,4,2.0,2.0,0.0,0.0,4.0,46.0,5.9,0.0,1,no,1,1,1,1,0,0,1,0,1,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,3,0,2,5
136,1,1,38.0,48.0,0.0,2.0,2.0,0.0,0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,no,0,0,1,1,1,1,1,0,1,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,3,1,1,1
137,0,1,38.0,56.0,0.0,2.0,3.0,0.0,0,0.0,0.0,0.0,1.0,0.0,42.0,71.0,0.0,0,no,0,0,1,1,0,0,1,0,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
138,0,1,38.0,60.0,32.0,2.0,2.0,0.0,1,,0.0,0.0,,,50.0,7.0,1.0,0,no,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0,0
139,1,1,38.1,44.0,9.0,1.0,2.0,0.0,2,0.0,0.0,0.0,0.0,4.0,31.0,7.3,0.0,0,no,0,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,5,1,2,4
140,0,1,36.0,42.0,30.0,,,0.0,-1,,,0.0,,,64.0,6.8,0.0,0,no,0,0,0,1,0,0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,1,4,0,0
141,1,1,0.0,120.0,0.0,0.0,1.0,1.0,4,3.0,,0.0,0.0,4.0,57.0,4.5,3.9,1,yes,1,0,1,1,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,3,2,0,5
142,1,1,37.8,48.0,28.0,2.0,2.0,1.0,0,0.0,1.0,0.0,1.0,0.0,46.0,5.9,7.0,0,yes,0,0,0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0,0,0,0
143,1,1,37.1,84.0,40.0,1.0,1.0,0.0,2,3.0,2.0,2.0,0.0,4.0,75.0,81.0,0.0,0,no,0,0,0,0,0,0,1,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,1,4,0,0
144,0,1,0.0,80.0,32.0,1.0,1.0,0.0,2,2.0,1.0,0.0,2.0,,50.0,80.0,0.0,1,no,1,0,0,1,0,0,1,0,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
145,1,1,38.2,48.0,0.0,2.0,1.0,0.0,1,3.0,0.0,2.0,0.0,4.0,42.0,71.0,0.0,1,no,0,0,1,0,0,0,1,0,1,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,3,1,1,1
146,0,1,38.0,44.0,12.0,3.0,2.0,0.0,1,2.0,0.0,6.5,1.0,1.0,33.0,6.5,0.0,1,no,0,0,0,0,0,0,1,0,1,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,2,2,0,9
147,1,1,38.3,132.0,0.0,,1.0,1.0,2,1.0,1.0,6.2,0.0,1.0,57.0,8.0,5.2,1,yes,0,0,1,0,0,0,0,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,2,1,1,2
148,0,1,38.7,48.0,24.0,,,,0,,0.0,0.0,1.0,,34.0,63.0,0.0,0,no,0,0,0,1,0,0,1,0,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
149,0,1,38.9,44.0,14.0,1.0,2.0,0.0,2,1.0,,0.0,,2.0,33.0,64.0,0.0,0,no,0,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
150,1,1,39.3,0.0,0.0,0.0,1.0,1.0,3,1.0,0.0,4.0,0.0,1.0,75.0,0.0,4.3,1,yes,0,1,1,0,0,1,0,0,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,2,2,0,7
151,1,1,0.0,100.0,0.0,1.0,1.0,1.0,-1,3.0,1.0,2.0,,,68.0,64.0,2.0,1,no,1,0,1,0,0,0,0,1,0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,2,2,0,9
152,0,1,38.6,48.0,20.0,1.0,2.0,0.0,0,1.0,1.0,0.0,2.0,2.0,50.0,7.3,0.0,0,yes,0,0,0,1,0,0,1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,3,1,1,1
153,0,1,38.8,48.0,40.0,2.0,2.0,0.0,1,3.0,1.0,0.0,,4.0,41.0,65.0,0.0,1,no,0,0,0,1,0,0,1,0,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,4,1,2,4
154,0,1,38.0,48.0,20.0,1.0,1.0,0.0,0,1.0,1.0,5.0,,2.0,49.0,8.3,0.0,0,yes,0,0,0,0,0,0,1,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,4,0,0
155,0,1,38.6,52.0,20.0,2.0,2.0,0.0,1,1.0,0.0,0.0,1.0,3.0,36.0,6.6,5.0,0,yes,0,0,0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0,0
156,1,1,37.8,60.0,24.0,2.0,,1.0,-1,3.0,1.0,2.0,,4.0,52.0,75.0,0.0,1,no,0,0,0,0,0,0,1,1,1,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,2,2,0,5
157,0,1,38.0,42.0,40.0,1.0,2.0,0.0,1,0.0,,0.0,,,0.0,0.0,0.0,0,no,0,0,0,1,1,1,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,3,1,1,1
158,0,1,0.0,0.0,12.0,2.0,2.0,0.0,2,1.0,2.0,0.0,1.0,3.0,44.0,7.5,0.0,0,yes,1,1,0,1,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,0,0,0,0
159,1,1,0.0,0.0,0.0,,,,3,,0.0,0.0,,4.0,35.0,58.0,1.0,1,no,1,1,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,4,2,0,5
160,1,1,38.3,42.0,24.0,,,0.0,-1,,,0.0,,,40.0,8.5,0.0,1,no,0,0,0,1,0,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,7,1,1,3
161,0,1,39.5,60.0,10.0,1.0,,1.0,1,1.0,1.0,0.0,2.0,,38.0,56.0,0.0,0,no,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0,0
162,1,1,38.0,66.0,20.0,2.0,1.0,0.0,4,0.0,0.0,0.0,2.0,,46.0,46.0,2.0,1,no,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,6,2,0,9
163,1,1,38.7,76.0,0.0,2.0,2.0,1.0,1,1.0,1.0,0.0,0.0,1.0,50.0,8.0,0.0,1,yes,0,0,1,1,0,0,1,0,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,2,2,0,8
164,1,1,39.4,120.0,48.0,,,0.0,-1,2.0,0.0,0.0,0.0,,56.0,64.0,2.0,0,no,0,0,0,1,0,0,0,1,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,1,4,0,0
165,1,1,38.3,40.0,18.0,2.0,2.0,0.0,1,0.0,,0.0,3.0,0.0,43.0,5.9,0.0,0,yes,0,0,0,1,0,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0,0
166,0,1,0.0,44.0,24.0,2.0,2.0,0.0,1,0.0,1.0,0.0,,0.0,0.0,6.3,0.0,0,no,1,0,0,1,1,0,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,3,1,1,1
167,1,1,38.4,104.0,40.0,2.0,2.0,0.0,2,1.0,1.0,6.5,,1.0,55.0,8.5,0.0,1,no,0,0,0,0,0,0,1,0,1,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,2,1,2,4
168,1,1,0.0,65.0,24.0,,,1.0,4,3.0,2.0,0.0,,4.0,0.0,0.0,0.0,1,no,1,0,0,1,1,1,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,3,2,0,5
169,0,1,37.5,44.0,20.0,2.0,2.0,0.0,-1,0.0,,0.0,1.0,,35.0,7.2,0.0,0,no,0,0,0,1,0,0,1,1,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
170,0,1,39.0,86.0,16.0,1.0,1.0,,1,2.0,,0.0,,,68.0,5.8,6.0,1,yes,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,5,4,0,0
171,1,1,38.5,129.0,48.0,1.0,1.0,0.0,2,2.0,0.0,2.0,,,57.0,66.0,2.0,1,no,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,2,2,0,6
172,1,1,0.0,104.0,0.0,1.0,1.0,1.0,2,2.0,,0.0,0.0,1.0,69.0,8.6,3.4,1,yes,1,0,1,1,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,2,2,0,7
173,0,1,0.0,0.0,0.0,1.0,0.0,,3,3.0,,0.0,,,0.0,0.0,0.0,1,yes,1,1,1,1,1,1,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,3,4,0,0
174,1,1,0.0,0.0,0.0,,,,-1,,,0.0,,,0.0,0.0,0.0,1,no,1,1,1,1,1,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,2,2,0,8
175,1,1,38.2,60.0,30.0,2.0,2.0,0.0,1,0.0,1.0,0.0,2.0,2.0,48.0,66.0,0.0,1,no,0,0,0,1,0,0,1,0,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,6,1,1,2
176,1,1,0.0,68.0,14.0,,,0.0,3,,,4.3,,,0.0,0.0,2.8,1,yes,1,0,0,0,1,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,4,2,0,5
177,1,1,0.0,60.0,30.0,1.0,1.0,1.0,4,3.0,0.0,0.0,0.0,,45.0,70.0,2.0,1,no,1,0,0,1,0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,6,1,1,1
178,0,1,38.5,100.0,0.0,1.0,1.0,1.0,3,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0,yes,0,0,1,1,1,1,1,0,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,1,1,1,1
179,1,1,38.4,84.0,30.0,1.0,2.0,1.0,3,2.0,1.0,6.5,0.0,1.0,47.0,7.5,0.0,1,no,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,2,3,0,0
180,0,1,37.8,48.0,14.0,,,0.0,1,1.0,0.0,5.3,1.0,,35.0,7.5,0.0,0,yes,0,0,0,0,0,0,1,0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,3,1,1,1
181,1,1,38.0,0.0,24.0,1.0,1.0,1.0,4,3.0,0.0,0.0,,,68.0,7.8,0.0,1,no,0,1,0,1,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,2,2,0,5
182,0,1,37.8,56.0,16.0,2.0,2.0,0.0,2,0.0,1.0,0.0,1.0,,44.0,68.0,1.0,0,no,0,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0,0
183,0,1,38.2,68.0,32.0,3.0,3.0,0.0,0,0.0,2.0,0.0,1.0,0.0,43.0,65.0,0.0,0,no,0,0,0,1,0,0,1,0,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
184,1,1,38.5,120.0,60.0,0.0,1.0,1.0,-1,,,0.0,,,54.0,0.0,0.0,1,no,0,0,0,1,0,1,1,1,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,5,4,0,0
185,1,1,39.3,64.0,90.0,3.0,1.0,0.0,-1,0.0,0.0,0.0,,,39.0,6.7,0.0,1,no,0,0,0,1,0,0,1,1,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,21,1,1,0
186,1,1,38.4,80.0,30.0,0.0,1.0,0.0,1,2.0,2.0,0.0,0.0,4.0,32.0,6.1,4.3,1,yes,0,0,0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,7,2,0,9
187,1,1,38.5,60.0,0.0,2.0,2.0,0.0,-1,0.0,,0.0,,,33.0,53.0,0.0,1,no,0,0,1,1,0,0,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,4,1,1,1
