Age,Education,Income,Experience
59,15,6739.970053971723,9
68,11,7221.012107522472,39
63,10,6526.812142635992,23
38,16,4782.436833725445,34
61,16,5369.263831933636,22
60,19,6238.971938666953,16
56,19,6309.406039850472,0
25,11,5123.843732141492,30
45,11,4775.021022876609,30
53,10,5528.236805407367,33
64,19,5728.0677047885765,8
25,17,3933.261003781539,21
56,17,6132.193767117814,12
