Age,Education,Income,Experience
57.0,,5521.979130095512,
52.0,,6337.02330007305,24.0
43.0,17.0,,
34.0,13.0,5097.122795500483,10.0
49.0,,5237.069206799201,
61.0,13.0,6319.572058975075,10.0
,13.0,,17.0
24.0,17.0,3588.4015491394284,26.0
48.0,,,17.0
,,,22.0
29.0,12.0,4802.302909854538,10.0
36.0,18.0,5526.641153126235,20.0
29.0,13.0,4393.4682679864845,4.0
36.0,19.0,4724.767800088463,22.0
39.0,14.0,,24.0
43.0,,6075.940945966936,9.0
24.0,13.0,,21.0
53.0,,,18.0
25.0,11.0,4038.1122721960037,0.0
21.0,13.0,3273.74300385689,6.0
32.0,15.0,5048.878949357578,3.0
62.0,,5842.95847364307,0.0
62.0,,,14.0
67.0,,,
,12.0,4311.544837795075,
66.0,,,21.0
42.0,15.0,4580.955748091857,21.0
35.0,12.0,,16.0
50.0,11.0,5670.9525106327355,28.0
30.0,17.0,,13.0
,14.0,,19.0
27.0,,3706.6193526736315,32.0
23.0,12.0,4204.000371973485,14.0
59.0,19.0,,11.0
23.0,,3520.2836947812184,39.0
44.0,13.0,4864.462286546728,19.0
,16.0,4035.377371023741,29.0
51.0,19.0,5246.35390752608,37.0
22.0,,2893.9430474747915,2.0
,,5838.193769804433,27.0
48.0,14.0,5328.9550624551675,25.0
51.0,,4413.024895381727,29.0
69.0,15.0,7517.481469839698,12.0
,18.0,5520.6961656565945,12.0
,,4825.508974465833,1.0
,17.0,3778.7512543166495,36.0
37.0,16.0,5051.595605380261,37.0
47.0,,,1.0
61.0,13.0,6321.044962400187,35.0
,11.0,,25.0
40.0,16.0,5548.886010485817,10.0
25.0,15.0,4013.2689384122255,7.0
20.0,10.0,4340.382874327784,
,18.0,3801.530369771488,21.0
60.0,,,19.0
31.0,11.0,,7.0
45.0,12.0,6692.116138286823,28.0
,14.0,,39.0
53.0,,5369.267821565658,25.0
68.0,,6814.690396794598,29.0
33.0,17.0,5100.288909096608,16.0
45.0,,5436.6620722488815,19.0
64.0,13.0,6515.196236016028,15.0
46.0,,5680.863564703838,6.0
28.0,19.0,3903.159494617129,15.0
45.0,12.0,4717.570797635024,26.0
,,5902.891500692784,22.0
41.0,,,23.0
,19.0,,8.0
49.0,18.0,4962.214717038526,34.0
62.0,,6487.657105259824,19.0
67.0,14.0,6491.52241006824,36.0
36.0,13.0,4884.464495685427,16.0
45.0,17.0,5121.005347413032,
55.0,10.0,5560.885948817214,
20.0,18.0,3579.3344190955117,14.0
27.0,15.0,4816.870146268669,30.0
,,,29.0
54.0,18.0,5804.695233346409,19.0
34.0,14.0,5531.005198136017,38.0
66.0,,,
41.0,14.0,5530.3510703595975,16.0
33.0,10.0,,29.0
45.0,,5405.733781630527,28.0
47.0,,5565.174220952376,18.0
,17.0,5052.546715364535,10.0
33.0,15.0,4667.387984396721,33.0
43.0,,4875.943025887138,6.0
21.0,11.0,4070.7285605670445,33.0
64.0,11.0,,19.0
45.0,18.0,5752.8275465382985,37.0
,14.0,3800.251285660778,23.0
26.0,13.0,4540.526645562742,9.0
22.0,19.0,4268.29335071114,
66.0,10.0,6423.007982088016,14.0
,16.0,5612.249474432743,36.0
65.0,12.0,6106.938204978526,19.0
,,,2.0
66.0,,,36.0
64.0,,5992.341558932389,39.0
37.0,,5277.868215587612,7.0
,10.0,5180.419132231759,39.0
54.0,,,22.0
34.0,12.0,,
44.0,19.0,5144.506514114132,10.0
56.0,,5491.161255619201,7.0
,,,28.0
29.0,,4643.0016574799,29.0
58.0,17.0,5875.201618987627,9.0
36.0,11.0,5106.314559843599,38.0
58.0,,6297.218953999431,27.0
41.0,11.0,,35.0
45.0,18.0,5316.743372721332,12.0
,16.0,6784.310512301604,31.0
44.0,17.0,4712.112746304523,35.0
36.0,11.0,5254.479914614066,36.0
32.0,16.0,4829.6952081639265,25.0
39.0,,,21.0
44.0,,5422.3661170815585,3.0
,,3669.630560832269,
,13.0,3851.6265950374886,
,11.0,4954.914093038499,37.0
,19.0,,23.0
64.0,,6108.5032890966495,
37.0,17.0,4298.845262879354,21.0
66.0,11.0,5559.110847251582,1.0
55.0,14.0,,30.0
66.0,10.0,6129.206039245636,10.0
41.0,16.0,5050.867178371225,27.0
,17.0,5693.576970191088,31.0
66.0,15.0,,4.0
27.0,14.0,4180.710009630523,37.0
59.0,,6739.970053971723,9.0
68.0,,7221.012107522472,39.0
63.0,,,23.0
,,4782.436833725445,34.0
61.0,16.0,5369.263831933636,22.0
60.0,,,16.0
,19.0,,
25.0,11.0,5123.843732141492,30.0
45.0,11.0,,
53.0,10.0,5528.236805407367,33.0
64.0,,5728.0677047885765,8.0
25.0,17.0,3933.261003781539,21.0
56.0,,6132.193767117814,12.0
